county_fips,tract_fips,year,measure_id,measure_name,data_value,low_ci,high_ci,unit,total_pop
36029,36029000200,2023,STROKE,Stroke among adults,3.2,2.9,3.6,%,4450
36029,36029004901,2023,STROKE,Stroke among adults,3.0,2.6,3.5,%,1418
36035,36035971100,2023,CSMOKING,Current cigarette smoking among adults,18.3,15.2,21.8,%,2712
36043,36043011200,2023,BPHIGH,High blood pressure among adults,34.3,30.9,38.0,%,5799
36029,36029004401,2023,COPD,Chronic obstructive pulmonary disease among adults,7.7,6.5,9.0,%,4475
36029,36029010103,2023,CHD,Coronary heart disease among adults,5.4,4.6,6.2,%,3864
36037,36037950100,2023,BPHIGH,High blood pressure among adults,33.6,29.7,37.9,%,5422
36029,36029014703,2023,LPA,No leisure-time physical activity among adults,18.5,15.6,21.5,%,4731
36029,36029007202,2023,COPD,Chronic obstructive pulmonary disease among adults,7.5,6.1,9.0,%,1564
36029,36029001000,2023,COPD,Chronic obstructive pulmonary disease among adults,8.7,7.3,10.0,%,6270
36029,36029009301,2023,DIABETES,Diagnosed diabetes among adults,9.1,7.8,10.4,%,5625
36029,36029010500,2023,LPA,No leisure-time physical activity among adults,24.2,20.6,27.8,%,2435
36045,36045060902,2023,STROKE,Stroke among adults,3.8,3.4,4.1,%,2656
36039,36039080302,2023,CANCER,Cancer (non-skin) or melanoma among adults,11.3,10.2,12.3,%,1456
36029,36029012902,2023,CHD,Coronary heart disease among adults,7.5,6.4,8.6,%,4129
36029,36029003600,2023,CANCER,Cancer (non-skin) or melanoma among adults,5.0,4.4,5.5,%,2826
36045,36045060101,2023,BPHIGH,High blood pressure among adults,33.6,30.3,37.0,%,2030
36045,36045060401,2023,BPHIGH,High blood pressure among adults,34.5,31.1,38.1,%,3896
36029,36029012003,2023,STROKE,Stroke among adults,2.8,2.4,3.3,%,5067
36029,36029009113,2023,CANCER,Cancer (non-skin) or melanoma among adults,10.4,9.4,11.4,%,6787
36035,36035970700,2023,CSMOKING,Current cigarette smoking among adults,16.9,14.0,19.8,%,3475
36029,36029007303,2023,BPHIGH,High blood pressure among adults,31.5,28.3,34.7,%,7031
36029,36029007103,2023,CHD,Coronary heart disease among adults,6.5,5.8,7.3,%,1397
36033,36033950701,2023,STROKE,Stroke among adults,3.8,3.4,4.3,%,1295
36031,36031960300,2023,COPD,Chronic obstructive pulmonary disease among adults,6.7,5.9,7.6,%,2585
36029,36029004500,2023,COPD,Chronic obstructive pulmonary disease among adults,5.1,4.3,6.1,%,5529
36039,36039080100,2023,LPA,No leisure-time physical activity among adults,25.1,20.9,29.2,%,3226
36037,36037950700,2023,COPD,Chronic obstructive pulmonary disease among adults,7.6,6.4,8.9,%,2438
36043,36043011301,2023,OBESITY,Obesity among adults,36.8,31.0,42.6,%,1569
36031,36031960200,2023,COPD,Chronic obstructive pulmonary disease among adults,7.7,6.7,9.0,%,2486
36029,36029014901,2023,DIABETES,Diagnosed diabetes among adults,9.6,8.2,11.2,%,2604
36047,36047003700,2023,CHD,Coronary heart disease among adults,1.5,1.3,1.6,%,4565
36029,36029010101,2023,CSMOKING,Current cigarette smoking among adults,11.9,9.2,14.9,%,4566
36029,36029980400,2023,DIABETES,Diagnosed diabetes among adults,14.1,12.3,16.0,%,1110
36029,36029010201,2023,DIABETES,Diagnosed diabetes among adults,10.7,9.2,12.2,%,2727
36031,36031961002,2023,LPA,No leisure-time physical activity among adults,29.7,25.3,34.4,%,3204
36029,36029005802,2023,COPD,Chronic obstructive pulmonary disease among adults,8.4,7.2,9.7,%,5582
36029,36029015700,2023,COPD,Chronic obstructive pulmonary disease among adults,7.9,6.9,9.0,%,3504
36047,36047003101,2023,OBESITY,Obesity among adults,18.4,16.3,20.7,%,3395
36029,36029003100,2023,LPA,No leisure-time physical activity among adults,36.4,32.1,40.6,%,2361
36043,36043010300,2023,STROKE,Stroke among adults,3.4,3.0,3.8,%,5631
36029,36029009007,2023,LPA,No leisure-time physical activity among adults,15.8,13.2,18.4,%,7707
36047,36047003500,2023,LPA,No leisure-time physical activity among adults,16.6,14.4,19.5,%,2402
36045,36045061102,2023,CSMOKING,Current cigarette smoking among adults,13.2,11.2,15.1,%,2892
36045,36045060301,2023,DIABETES,Diagnosed diabetes among adults,13.3,11.6,15.4,%,1633
36029,36029007000,2023,BPHIGH,High blood pressure among adults,31.1,28.3,33.9,%,3432
36037,36037951200,2023,BPHIGH,High blood pressure among adults,33.3,29.4,37.4,%,4711
36029,36029009601,2023,DIABETES,Diagnosed diabetes among adults,9.1,7.8,10.6,%,1441
36029,36029013502,2023,STROKE,Stroke among adults,2.5,2.1,2.8,%,7120
36031,36031960901,2023,OBESITY,Obesity among adults,34.4,28.1,41.0,%,1519
36029,36029003901,2023,CHD,Coronary heart disease among adults,9.6,8.5,10.9,%,1126
36033,36033950301,2023,STROKE,Stroke among adults,4.1,3.7,4.5,%,5147
36047,36047003900,2023,COPD,Chronic obstructive pulmonary disease among adults,3.1,2.5,3.8,%,2644
36045,36045061500,2023,STROKE,Stroke among adults,2.9,2.5,3.3,%,4053
36045,36045061102,2023,LPA,No leisure-time physical activity among adults,23.9,20.4,27.4,%,2892
36047,36047000700,2023,CSMOKING,Current cigarette smoking among adults,5.0,3.9,6.5,%,4415
36029,36029014209,2023,CANCER,Cancer (non-skin) or melanoma among adults,10.3,9.2,11.3,%,3921
36029,36029004402,2023,CSMOKING,Current cigarette smoking among adults,28.4,24.7,32.3,%,2900
36037,36037950600,2023,STROKE,Stroke among adults,4.2,3.6,4.9,%,1918
36029,36029010807,2023,STROKE,Stroke among adults,3.7,3.2,4.2,%,5490
36029,36029014501,2023,LPA,No leisure-time physical activity among adults,21.5,17.9,25.1,%,3601
36029,36029014701,2023,COPD,Chronic obstructive pulmonary disease among adults,4.8,4.0,5.8,%,5771
36029,36029010600,2023,CANCER,Cancer (non-skin) or melanoma among adults,8.4,7.5,9.3,%,2581
36029,36029015301,2023,CSMOKING,Current cigarette smoking among adults,12.4,10.1,14.9,%,4859
36029,36029004701,2023,BPHIGH,High blood pressure among adults,41.2,37.9,44.4,%,2766
36035,36035970900,2023,CANCER,Cancer (non-skin) or melanoma among adults,8.4,7.6,9.3,%,3480
36029,36029014102,2023,BPHIGH,High blood pressure among adults,32.8,29.7,35.8,%,5317
36029,36029005300,2023,CANCER,Cancer (non-skin) or melanoma among adults,6.0,5.4,6.6,%,1184
36029,36029017502,2023,LPA,No leisure-time physical activity among adults,24.8,21.3,28.6,%,2248
36029,36029008500,2023,CHD,Coronary heart disease among adults,5.2,4.5,6.0,%,2569
36047,36047002100,2023,OBESITY,Obesity among adults,18.1,16.0,20.3,%,5975
36029,36029003501,2023,CHD,Coronary heart disease among adults,8.1,7.2,9.1,%,1722
36037,36037950800,2023,CHD,Coronary heart disease among adults,7.3,6.3,8.3,%,3237
36047,36047003600,2023,OBESITY,Obesity among adults,21.1,18.7,23.6,%,3959
36029,36029011100,2023,LPA,No leisure-time physical activity among adults,24.4,20.6,28.6,%,2166
36031,36031960401,2023,CSMOKING,Current cigarette smoking among adults,12.3,10.0,15.1,%,1120
36029,36029012902,2023,COPD,Chronic obstructive pulmonary disease among adults,7.6,6.1,9.1,%,4129
36037,36037951000,2023,DIABETES,Diagnosed diabetes among adults,10.6,9.2,12.2,%,2732
36029,36029011400,2023,COPD,Chronic obstructive pulmonary disease among adults,7.9,6.7,9.2,%,2333
36047,36047000900,2023,CANCER,Cancer (non-skin) or melanoma among adults,5.1,4.6,5.6,%,5167
36047,36047003300,2023,BPHIGH,High blood pressure among adults,17.5,15.9,19.1,%,4807
36047,36047001801,2023,STROKE,Stroke among adults,2.4,2.2,2.7,%,2563
36029,36029013201,2023,STROKE,Stroke among adults,3.0,2.5,3.4,%,6236
36029,36029940000,2023,OBESITY,Obesity among adults,41.0,36.1,45.6,%,2135
36029,36029009010,2023,STROKE,Stroke among adults,2.9,2.5,3.2,%,6221
36029,36029007902,2023,LPA,No leisure-time physical activity among adults,22.4,18.6,26.4,%,5791
36029,36029013502,2023,CANCER,Cancer (non-skin) or melanoma among adults,10.1,9.1,11.2,%,7120
36029,36029004300,2023,STROKE,Stroke among adults,4.6,4.1,5.2,%,6373
36029,36029010901,2023,LPA,No leisure-time physical activity among adults,22.6,19.1,26.1,%,2336
36033,36033951400,2023,CANCER,Cancer (non-skin) or melanoma among adults,10.3,9.3,11.3,%,4763
36029,36029009114,2023,CHD,Coronary heart disease among adults,5.7,4.9,6.6,%,4186
36043,36043010300,2023,CANCER,Cancer (non-skin) or melanoma among adults,10.2,9.2,11.3,%,5631
36029,36029004300,2023,CANCER,Cancer (non-skin) or melanoma among adults,4.7,4.2,5.2,%,6373
36047,36047001501,2023,CHD,Coronary heart disease among adults,2.7,2.4,3.0,%,5161
36029,36029001900,2023,OBESITY,Obesity among adults,35.8,31.2,40.1,%,3189
36029,36029008800,2023,CSMOKING,Current cigarette smoking among adults,11.8,9.5,14.1,%,3257
36029,36029003000,2023,OBESITY,Obesity among adults,46.5,41.6,51.1,%,3092
36029,36029002900,2023,BPHIGH,High blood pressure among adults,43.5,40.1,46.8,%,2475
36029,36029017400,2023,CHD,Coronary heart disease among adults,7.4,6.6,8.2,%,4636
36047,36047002200,2023,CHD,Coronary heart disease among adults,7.1,6.4,8.0,%,4589
36029,36029007305,2023,CHD,Coronary heart disease among adults,6.2,5.4,7.2,%,2637
36029,36029003302,2023,LPA,No leisure-time physical activity among adults,44.0,38.7,49.1,%,3877
36029,36029014209,2023,OBESITY,Obesity among adults,29.5,25.4,33.7,%,3921
36037,36037950401,2023,DIABETES,Diagnosed diabetes among adults,10.9,9.2,12.7,%,3367
36039,36039080600,2023,CSMOKING,Current cigarette smoking among adults,14.6,12.3,16.8,%,3305
36029,36029014208,2023,CSMOKING,Current cigarette smoking among adults,9.6,7.5,11.9,%,7058
36029,36029015001,2023,CSMOKING,Current cigarette smoking among adults,11.2,9.4,13.1,%,5189
36029,36029000700,2023,CANCER,Cancer (non-skin) or melanoma among adults,9.0,8.0,10.0,%,3551
36035,36035971400,2023,LPA,No leisure-time physical activity among adults,26.5,22.2,31.0,%,3584
36029,36029009104,2023,BPHIGH,High blood pressure among adults,31.6,28.5,34.7,%,4165
36043,36043010701,2023,OBESITY,Obesity among adults,38.4,32.4,44.6,%,2541
36029,36029003901,2023,COPD,Chronic obstructive pulmonary disease among adults,12.3,10.3,14.5,%,1126
36029,36029011800,2023,STROKE,Stroke among adults,3.4,3.0,4.0,%,3658
36029,36029015501,2023,CSMOKING,Current cigarette smoking among adults,14.8,11.7,17.8,%,2046
36029,36029009113,2023,STROKE,Stroke among adults,2.6,2.4,3.0,%,6787
36041,36041950500,2023,CSMOKING,Current cigarette smoking among adults,12.7,10.7,14.8,%,1281
36047,36047003000,2023,BPHIGH,High blood pressure among adults,24.6,22.7,26.6,%,1811
36035,36035970100,2023,DIABETES,Diagnosed diabetes among adults,12.6,11.0,14.4,%,2472
36029,36029008001,2023,DIABETES,Diagnosed diabetes among adults,9.9,8.5,11.4,%,5598
36029,36029009401,2023,DIABETES,Diagnosed diabetes among adults,8.0,6.9,9.2,%,5763
36029,36029003600,2023,STROKE,Stroke among adults,6.5,5.8,7.2,%,2826
36029,36029014704,2023,OBESITY,Obesity among adults,28.4,24.3,32.7,%,4120
36029,36029003502,2023,DIABETES,Diagnosed diabetes among adults,19.3,17.0,21.5,%,2272
36029,36029010400,2023,BPHIGH,High blood pressure among adults,33.8,30.7,36.9,%,2516
36033,36033940000,2023,BPHIGH,High blood pressure among adults,34.5,30.7,38.6,%,3663
36037,36037940100,2023,COPD,Chronic obstructive pulmonary disease among adults,11.8,9.9,13.8,%,241
36029,36029010807,2023,CHD,Coronary heart disease among adults,7.2,6.2,8.1,%,5490
36029,36029005900,2023,BPHIGH,High blood pressure among adults,36.5,33.3,39.5,%,4051
36029,36029006903,2023,CANCER,Cancer (non-skin) or melanoma among adults,5.4,4.9,6.0,%,1473
36047,36047003700,2023,COPD,Chronic obstructive pulmonary disease among adults,1.8,1.5,2.1,%,4565
36045,36045061101,2023,DIABETES,Diagnosed diabetes among adults,11.4,10.0,13.0,%,2427
36029,36029007905,2023,CHD,Coronary heart disease among adults,6.3,5.4,7.2,%,4488
36029,36029014400,2023,COPD,Chronic obstructive pulmonary disease among adults,7.0,6.0,8.2,%,4264
36029,36029015504,2023,OBESITY,Obesity among adults,34.1,29.7,38.7,%,3463
36029,36029003301,2023,COPD,Chronic obstructive pulmonary disease among adults,7.2,6.1,8.6,%,3800
36037,36037950800,2023,CSMOKING,Current cigarette smoking among adults,15.1,12.2,18.3,%,3237
36029,36029013104,2023,CSMOKING,Current cigarette smoking among adults,9.3,7.4,11.2,%,4486
36029,36029015201,2023,CANCER,Cancer (non-skin) or melanoma among adults,10.6,9.5,11.6,%,3094
36029,36029001500,2023,LPA,No leisure-time physical activity among adults,37.7,33.1,42.2,%,1612
36029,36029006100,2023,OBESITY,Obesity among adults,37.0,32.3,41.3,%,5155
36037,36037951100,2023,LPA,No leisure-time physical activity among adults,21.6,17.8,25.4,%,5378
36047,36047002300,2023,DIABETES,Diagnosed diabetes among adults,19.2,17.5,21.0,%,3940
36045,36045060805,2023,BPHIGH,High blood pressure among adults,14.3,12.3,16.5,%,4343
36031,36031960902,2023,LPA,No leisure-time physical activity among adults,23.5,19.8,27.8,%,2148
36029,36029009702,2023,CHD,Coronary heart disease among adults,6.6,5.8,7.4,%,4481
36029,36029004100,2023,BPHIGH,High blood pressure among adults,42.9,39.5,46.1,%,4813
36029,36029004100,2023,COPD,Chronic obstructive pulmonary disease among adults,7.8,6.6,9.2,%,4813
36029,36029013300,2023,DIABETES,Diagnosed diabetes among adults,8.2,7.0,9.5,%,3585
36033,36033940000,2023,DIABETES,Diagnosed diabetes among adults,14.8,12.6,17.0,%,3663
36035,36035971200,2023,COPD,Chronic obstructive pulmonary disease among adults,8.8,7.3,10.3,%,3634
36039,36039080201,2023,BPHIGH,High blood pressure among adults,33.3,29.2,36.8,%,3741
36043,36043010900,2023,BPHIGH,High blood pressure among adults,36.6,33.0,40.4,%,3164
36029,36029012800,2023,CHD,Coronary heart disease among adults,6.2,5.4,7.0,%,2539
36045,36045060803,2023,CSMOKING,Current cigarette smoking among adults,9.5,7.7,11.3,%,9418
36029,36029007102,2023,COPD,Chronic obstructive pulmonary disease among adults,10.3,8.9,11.8,%,2482
36029,36029012502,2023,OBESITY,Obesity among adults,32.1,27.8,36.4,%,1842
36029,36029006901,2023,CSMOKING,Current cigarette smoking among adults,16.3,13.7,18.8,%,4201
36029,36029009702,2023,CSMOKING,Current cigarette smoking among adults,13.4,10.9,16.0,%,4481
36029,36029014901,2023,STROKE,Stroke among adults,3.2,2.8,3.7,%,2604
36035,36035971502,2023,COPD,Chronic obstructive pulmonary disease among adults,8.7,7.1,10.1,%,2239
36029,36029009301,2023,BPHIGH,High blood pressure among adults,27.6,24.8,30.3,%,5625
36029,36029010101,2023,OBESITY,Obesity among adults,32.4,27.8,37.0,%,4566
36029,36029009501,2023,CHD,Coronary heart disease among adults,4.8,4.2,5.5,%,5199
36029,36029001900,2023,CHD,Coronary heart disease among adults,6.9,6.0,7.8,%,3189
36029,36029008002,2023,DIABETES,Diagnosed diabetes among adults,9.3,7.9,10.8,%,5246
36037,36037950200,2023,OBESITY,Obesity among adults,31.7,24.8,39.3,%,5309
36047,36047003400,2023,DIABETES,Diagnosed diabetes among adults,8.5,7.6,9.6,%,3489
36029,36029010500,2023,CSMOKING,Current cigarette smoking among adults,11.8,9.5,14.1,%,2435
36029,36029008003,2023,BPHIGH,High blood pressure among adults,28.5,25.6,31.4,%,5159
36029,36029014605,2023,BPHIGH,High blood pressure among adults,33.8,30.6,37.0,%,4041
36043,36043011400,2023,BPHIGH,High blood pressure among adults,35.6,32.1,39.3,%,4355
36029,36029004902,2023,CHD,Coronary heart disease among adults,3.9,3.3,4.4,%,4643
36031,36031960402,2023,STROKE,Stroke among adults,3.6,3.3,4.0,%,1215
36045,36045062200,2023,STROKE,Stroke among adults,3.4,2.9,3.8,%,3915
36029,36029011202,2023,LPA,No leisure-time physical activity among adults,22.1,18.7,26.0,%,5370
36039,36039080501,2023,STROKE,Stroke among adults,3.8,3.5,4.2,%,2675
36029,36029016700,2023,COPD,Chronic obstructive pulmonary disease among adults,11.9,10.1,13.9,%,2641
36029,36029005700,2023,LPA,No leisure-time physical activity among adults,41.7,36.8,46.3,%,3516
36045,36045060302,2023,LPA,No leisure-time physical activity among adults,22.9,19.4,26.6,%,2351
36033,36033950900,2023,LPA,No leisure-time physical activity among adults,26.5,22.3,31.2,%,3277
36029,36029014502,2023,CHD,Coronary heart disease among adults,5.1,4.5,5.9,%,2328
36029,36029004901,2023,CANCER,Cancer (non-skin) or melanoma among adults,6.4,5.8,7.1,%,1418
36035,36035970800,2023,CSMOKING,Current cigarette smoking among adults,24.5,19.9,28.7,%,2947
36029,36029008900,2023,STROKE,Stroke among adults,2.8,2.4,3.3,%,4200
36029,36029014805,2023,BPHIGH,High blood pressure among adults,30.2,27.2,33.3,%,2090
36045,36045060202,2023,BPHIGH,High blood pressure among adults,35.1,31.6,38.7,%,2360
36029,36029003100,2023,CSMOKING,Current cigarette smoking among adults,17.5,15.0,20.2,%,2361
36029,36029003100,2023,BPHIGH,High blood pressure among adults,44.7,41.5,47.6,%,2361
36037,36037950301,2023,OBESITY,Obesity among adults,30.0,23.5,37.4,%,2706
36029,36029008101,2023,COPD,Chronic obstructive pulmonary disease among adults,6.7,5.7,7.8,%,5833
36029,36029017100,2023,CANCER,Cancer (non-skin) or melanoma among adults,4.0,3.6,4.4,%,5394
36029,36029009200,2023,CHD,Coronary heart disease among adults,5.4,4.7,6.2,%,4570
36029,36029009104,2023,CSMOKING,Current cigarette smoking among adults,7.1,5.4,9.0,%,4165
36029,36029007902,2023,CSMOKING,Current cigarette smoking among adults,11.2,8.8,13.7,%,5791
36039,36039080700,2023,LPA,No leisure-time physical activity among adults,22.7,18.4,27.3,%,2917
36029,36029010809,2023,OBESITY,Obesity among adults,29.7,25.5,34.1,%,3261
36045,36045060601,2023,LPA,No leisure-time physical activity among adults,26.1,22.6,29.9,%,3411
36031,36031960300,2023,OBESITY,Obesity among adults,33.9,27.6,40.7,%,2585
36039,36039081001,2023,OBESITY,Obesity among adults,40.5,32.6,47.3,%,1759
36029,36029004601,2023,OBESITY,Obesity among adults,31.2,26.9,35.5,%,3394
36029,36029014605,2023,OBESITY,Obesity among adults,28.5,24.5,32.5,%,4041
36029,36029014901,2023,CANCER,Cancer (non-skin) or melanoma among adults,9.6,8.7,10.6,%,2604
36031,36031960100,2023,OBESITY,Obesity among adults,35.6,29.0,42.3,%,2476
36045,36045060803,2023,LPA,No leisure-time physical activity among adults,19.1,15.8,22.6,%,9418
36039,36039080501,2023,CANCER,Cancer (non-skin) or melanoma among adults,10.1,9.2,11.0,%,2675
36037,36037950700,2023,OBESITY,Obesity among adults,33.4,26.3,41.4,%,2438
36029,36029016400,2023,CSMOKING,Current cigarette smoking among adults,18.7,15.8,21.4,%,3062
36029,36029004702,2023,CANCER,Cancer (non-skin) or melanoma among adults,3.8,3.4,4.1,%,4752
36045,36045062200,2023,CANCER,Cancer (non-skin) or melanoma among adults,8.1,7.3,8.9,%,3915
36029,36029013600,2023,COPD,Chronic obstructive pulmonary disease among adults,5.4,4.4,6.6,%,2942
36045,36045062200,2023,COPD,Chronic obstructive pulmonary disease among adults,7.6,6.4,8.9,%,3915
36031,36031960401,2023,CHD,Coronary heart disease among adults,7.1,6.2,8.1,%,1120
36029,36029013600,2023,CHD,Coronary heart disease among adults,5.9,5.1,6.8,%,2942
36029,36029011202,2023,BPHIGH,High blood pressure among adults,35.2,32.0,38.5,%,5370
36029,36029010300,2023,DIABETES,Diagnosed diabetes among adults,14.8,13.1,16.8,%,1356
